Kiểu tin nhắn,Nội dung tin nhắn,Mã người gửi,Tạo lúc
INBOX,"nan. E bị viêm lộ tuyến độ 1 đã đốt 1 lần. Ko khỏi dc cứ bị đi bị lại. Thỉnh thoàng đau tức vụng dưới. Khí hư mùi tanh. Ra nhìu mà hôi. E mua kén đặt ạ. Nhưng chỉ đỡ lại bị. nan. Vâng khó chịu mệt mỏi vs nó. 🥰🥰. 👌👌👌. Chị gửi cho e 2 hộp nữ vương NEW e dùng thử nhé. 🥰🥰. 🍀🍀. Có ạ e bị viêm lộ tuyến độ 1 khí hư huyết trắng kiểu bã đậu có mùi .thỉnh thoảng đau tức bụng dưới. Chị gửi e 2 hộp thuốc e uống xem có đỡ ko ạ. 😏😏. Cho e 2 hộp 
Nguyễn thị hằng 
thôn phú la xã an hòa huyện an dương hải phòng
0369956662. nan. nan. Dạ. Chị ơi. Bảo ship 5h chiều giao cho e đc ko ạ. Lúc ship giao e gọi điện lại ship ko nghe e nt bảo sau 5h ship giao lại cho e. Nhưng ship ko gọi lại. Vâng. Vâng e chua thấy số này gọi ạ. E hẹn mai e nghỉ e nhận. 😁😁. Qua tối e gọi. Hẹn e chiều nay ship. Mà e ko thấy gọi. E vừa nhận hàng oy chị ơi. Ko biết tốt ko hơi đắt sợ ko có tiền theo 1 hộp 30 viên uống đc hơn 3 ngày 1 tý .mình mua 3 hộp chắc uống dc gần 10 ngày mà hơn nửa triệu. Dạ",7072519812811252,16/03/2024 11:40:30 - 30/04/2024 12:08:25
INBOX,ib. bao nhiều 1 hộp. Em bị khí hư có mùi hôi. Bị khí hư ngừa tái ₫i tái lại. Chưa. Mấy năm rồi. 27t rồi,7072821119479066,01/01/2024 08:56:07 - 07/07/2024 06:04:15
COMMENT,Ib,7073004866101290,30/04/2024 08:30:02 - 30/04/2024 08:30:02
INBOX,Giá bộ sp nữ vương bn ạ,7073575836095607,09/07/2024 12:35:14 - 09/07/2024 12:35:14
COMMENT,.. Dạ e đang bị viêm nấm phụ khoa ạ. E có tất cả những biểu hiện trên ạ. Dạ e có đi khám rồi ạ. Dạ e khám cũng đc 3 tháng nay rồi ạ. E dùng nhiều loại lắm nên cũng ko nhớ. Một liệu trình thuốc là bao nhiêu ạ,7073930616056501,02/02/2024 20:04:51 - 13/02/2024 18:09:19
INBOX,"bao nhiêu tiền hộp thuốc phụ khoa nữ vương new vậy b. Cho mình 1 hộp nữ vương new nha. 1 dung dịch rửa vệ sinh nữa nha. Chu Thị Mai, thôn Đồng Thanh, xã Hoành Mô, huyện Bình Liêu,tinh Quảng Ninh.0355848588. Mình nhận dc hàng rồi",7074118026031895,17/02/2024 12:54:06 - 21/02/2024 11:43:30
INBOX,đây là dung dịch vs hả,7074457659302036,26/01/2024 09:51:15 - 26/01/2024 09:51:15
INBOX,xin giá ạ,7075412929235821,07/04/2024 21:40:49 - 07/04/2024 21:40:49
INBOX,"tv. Không  phải ta wuyet trắng mà ta đen đen .dơ  dơ ra hoài kg het.uống  nữ vương 
New dc k. Kg ạ. Ra ít ít mà đen đen dơ dơ. Đi  uống  đủ thứ mà kg het. Ở wê Đi lm cty may mặc. Ở Trảng Bàng Tây Ninh. Như vậy  có nguy hiểm kg. Kg nge ngứa  hay  đau  bụng  j cả. Như vậy  có thể uống Nữ Vương  new dc k. Sao đi khám ở thành  phố bác  sĩ kg nói  j. Sơ  bị ung thư cổ tử cung cung  có khả năng năng như vay kg. Đi khám đi uống  thuốc  đủ thư này 2thang  rồi mà kg het. Có. Bữa có ra nhà  thuốc  mua. Chưa  có lấy. Kg bt sd ntn nên kg lấy. Tại chia bt tinh  trang  bi bệnh  j nên kg lấy. Nay  têt đâu  ship dc để ea tết. Để ra nhà thuốc mua đở ít họp  uống  xem thế nào. nan. Sao uống  này bà ngày  rồi  mà kg thấy  giảm vậy shop",7075871479170463,07/02/2024 13:50:06 - 14/02/2024 18:24:02
INBOX,.,7076415795790976,25/02/2024 20:37:28 - 25/02/2024 20:37:28
INBOX,chuyen gia tư vấn. xịn giá thuốc. Uống bao nhiêu thời gian ạ. Uống mỗi ngày mấy viên và uống bao nhiêu thời gian ạ. Em bị viêm ngứa âm đạo khí quan hệ có dau rát khi quan hệ xong hay đau bụng dưới sắp đến ngày kinh nguyệt nhưng không có kinh mà chỉ đau không hết  những ngày ấy lại không đau. Có khí hư nhiều nhưng uống kháng sinh và đặt thì lại hết không bị nữa. Em vẫn dùng thuốc tay. Tai đi tai lại. Dùng là lại đỡ. nan. nan. Một hộp là bao nhiêu viên ạ. Uống mỗi ngày mấy viên ạ. Một hộp bao nhiêu viên a. Uống như nào ạ mỗi ngày mấy viên ạ,7076560452447738,13/05/2024 09:34:08 - 14/05/2024 21:11:05
INBOX,giá bao nhiêu. Thuốc uống hả. Lấy viên uống khôngg thôi. 30 viên. Giá bao nhiêu. Em hỏi rồi bữa nào em mói lấy,7078003578919486,03/02/2024 15:13:35 - 05/02/2024 11:57:43
COMMENT,Xin giá,7079191455494120,25/01/2024 11:57:27 - 25/01/2024 11:57:27
INBOX,"Em bị tiểu nhiều,đau rát vùng kín,quan hệ có mùi hôi tanh",7079270312164482,17/02/2024 06:56:36 - 17/02/2024 06:56:36
INBOX,"dạ. Tv giúp e nhé. E trước bị viêm lộ tuyến cổ tử cung. Đi đốt và vẫn bị tái đi tái lại mặc dù mình vs sạch sẽ. E thì ko ra khí hư,ko có mùi hôi tanh. Chỉ là có cảm giác hơi ngứa và rát ở ngoài pp. Thi thoảng vk ck quan hệ là cũng hơi rát. Sau khi qh mình có đi tiểu tiện thì hơi sót nhẹ. E 38",7079356942186354,19/01/2024 11:11:46 - 19/01/2024 12:27:39
INBOX,Sin giá ạ. Xin giá ạ,7079682028798438,16/08/2024 16:35:34 - 16/08/2024 16:35:48
INBOX,.,7080081248778029,17/02/2024 12:17:56 - 17/02/2024 12:17:56
COMMENT,Xin giá,7080464678700597,15/01/2024 15:04:34 - 15/01/2024 15:04:34
INBOX,1. nan. nan. Em viêm lộ tuyến cấp độ 2 ạ. Có ít. Sau sinh ạ có điều trị nhưng không cắt. Không ạ cách đây khoảng 1 tháng rưỡi. Giảm bớt thôi ạ. Dạ. Dạ. .. Viêm lộ tuyến độ 2 ạ. Vâng ạ. Hơn năm. Viêm lộ tuyến. 2 tháng trước. Dạ,7081125961990322,21/06/2024 22:46:35 - 16/07/2024 13:48:34
INBOX,Tv,7081299181997924,19/04/2024 14:17:49 - 19/04/2024 14:17:49
INBOX,nhiêu hợp vây,7081377528630108,01/06/2024 09:45:34 - 01/06/2024 09:45:34
INBOX,cho e chay. chai,7082043215196547,23/01/2024 06:50:06 - 23/01/2024 06:50:17
INBOX,giá bao nhiêu ạ,7082056805162410,02/02/2024 02:50:14 - 02/02/2024 02:50:14
INBOX,xin giá sp. Mình bị viêm lộ tuyến. Độ 2. Tái lại e à,7082281831889992,05/04/2024 06:14:26 - 05/04/2024 12:28:18
INBOX,xinh giá ạ,7082572281851608,27/02/2024 19:33:10 - 27/02/2024 19:33:10
INBOX,Bao nhiêu tiền một bộ a,7082794935140578,24/01/2024 21:15:15 - 24/01/2024 21:15:15
INBOX,nan. Bao nhiêu tiền bộ,7083180061750156,04/03/2024 10:47:54 - 04/03/2024 10:48:01
INBOX,cho xin giá,7084133494974499,16/02/2024 18:11:16 - 16/02/2024 18:11:16
INBOX,cho em hỏi bn một hộp ạ. Dạ em bị viên lộ tuyến ạ,7084475951680928,19/03/2024 09:01:47 - 19/03/2024 17:30:20
INBOX,bn tiền ah shop. bn tiền ah shop. Có thành phần gì nhiều ah shop. Các hiệu thuốc có k ah. Cảm ơn shop đã tự vấn ah,7084795448288903,19/06/2024 15:04:57 - 20/06/2024 10:38:58
INBOX,"xin chào ạ. Bị viêm lộ tuyến ạ. 0348993635
Sdt em ạ. nan",7084841884958282,16/04/2024 09:43:50 - 16/04/2024 09:46:58
COMMENT,.,7085050144943009,12/01/2024 19:52:17 - 12/01/2024 19:52:17
COMMENT,Xin giá,7085142038278091,15/04/2024 20:16:42 - 15/04/2024 20:16:42
INBOX,Hợp nheu shop,7085215294917992,25/04/2024 14:31:41 - 25/04/2024 14:31:41
INBOX,inbox. fư van ạ. Da viêm âm đạo ạ. Da e đc 2 be rồi ạ e 33tuoi bị nay cũng 3fhang rồi ạ e  có đi khám bà mụ ở xã e e có một lần giờ e ko có fiền đi khám nữa ạ bị viêm rồi quyết frắng ra vàng ạ 🥹🥹. Mà e cũng ích gần gũi với ck e lắm ạ đao rác và dao bụng dưới ạ. Là xao ạ,7085385938229046,08/06/2024 13:41:53 - 08/06/2024 13:59:49
INBOX,.,7085827901522532,01/06/2024 17:03:32 - 01/06/2024 17:03:32
INBOX,xin gía đi shop. Bao nhiêu tiền 1 hôp,7086188971432476,17/08/2024 17:24:27 - 17/08/2024 21:24:30
INBOX,Mh tham khảo giá a,7087350994704081,14/04/2024 21:22:36 - 14/04/2024 21:22:36
COMMENT,Ib ạ,7087573518000082,23/04/2024 00:18:46 - 23/04/2024 00:18:46
INBOX,.... nan,7087800671289404,21/01/2024 11:18:40 - 07/04/2024 07:30:45
COMMENT,Xin giá. Mình ngứa ngáy khó chịu.và hay ra khí hư. K diễn ra thường xuyên ạ..có lúc ra nhiều thì nó ngứa nhìu có lúc k ngứa. Quan hệ vk ck xong có đau rát ạ. Dạ chưa ạ. Khi trước mình có bị ngứa sau đó mình rửa bằng lá trầu thời gian thì hết..sau đó lúc mình có bầu thì bị ngứa lại..lúc đi sinh bác sĩ nói là bị nấm...sau khi sinh xong thì hết k ngứa đến bây giờ thời gian mày lại ngứa lại. Gần 2 tuổi rồi ạ. Mình chỉ dùng nước rửa vệ sinh thôi ạ. Có ngã vàng và xanh.còn lợn cợn thì lúc có lúc k. Dạ.vậy tình trạng của mình vậy dùng thuốc hết k ạ. Giá sao ạ. Mà mình thấy hầu như ai bị này cũng phải đặt thuốc vậy tình trạng mình có phải đặt thuốc k ạ,7087982044654236,15/03/2024 13:07:01 - 15/03/2024 13:47:19
INBOX,"E muốn mua ak. E bị ra huyết trắng và kinh Nguyệt không đều ,ra máu bất thường và huyết trắng có mùi. E đi xét nghiệm tâm soát thì kết quả xn e bị hpv 16 ak. Cho e hỏi uống thuốc nay co dứt k ak. Rồi ạ. Minh chi bị hpv dương tính. Con pap thi âm. E dùng nữ vương thì ổn k a. Da. E muốn mua. Cho e hoi bao nhiu 1 hop vay ạ",7088160847941871,18/02/2024 17:22:20 - 19/02/2024 13:34:04
COMMENT,Bao nhiêu tiền 1.họp,7088426747872915,16/02/2024 19:37:34 - 16/02/2024 19:37:34
COMMENT,"Xin giá. e lấy bộ này ạ. 1 hộp đó uống được 1 tháng không ạ. sd máy hộp để điều trị khỏi hẳn ạ. e bị viêm phần phụ uống đc k ạ. dạ. e lấy 2 hộp uống được tính giá sỉ k ạ. dạ cho e lấy 3hộp về uống trước đi ạ. đ/c buôn niêng 3 xã ea nuôl huyện buôn đôn tỉnh đăk lăk  
sdt 0366894280. nan. dạ 😘. khoảng máy ngày mới đc nhận hàng ạ",7089442621120387,16/01/2024 09:59:37 - 24/01/2024 13:41:33
INBOX,giá 1hop bn. cho giá,7089599147829429,04/04/2024 09:48:31 - 19/04/2024 11:28:46
INBOX,E hay bị ngứa và ra rất nhiều huyết đục và hôi lắm ak,7090504067739142,29/03/2024 20:29:50 - 29/03/2024 20:29:50
INBOX,Thuoc gia bao nhiêu vi sohp,7090872400961380,27/02/2024 06:32:53 - 27/02/2024 06:32:53
INBOX,.,7090872654284428,07/01/2024 07:26:23 - 07/01/2024 07:26:23
COMMENT,Giá. alo. ko có vs băng rồi. Bụng kinh a. Dạ. Vâng ạ. Ko có bụng máu,7090963347674761,03/05/2024 06:43:01 - 08/05/2024 09:36:59
INBOX,ib ạ,7091223570972150,22/01/2024 08:21:58 - 22/01/2024 08:21:58
INBOX,em bị viên nhiễm ạ xin giá. xin giá với,7091736100931955,13/05/2024 12:53:30 - 13/05/2024 13:01:16
INBOX,xin giá,7091951107570678,23/02/2024 21:16:49 - 23/02/2024 21:16:49
INBOX,.,7092831397501581,26/02/2024 08:48:14 - 26/02/2024 08:48:14
INBOX,1 hop bn. Tiền và bn viên. Sử dung trong bao lau a. Da e nt dc ko a. Dạ e hay bị viêm tái di tái lại. Có bán tại nhà thuốc ko a. Bán o đâu,7093300000779165,28/04/2024 13:51:41 - 11/05/2024 20:06:09
COMMENT,"... Mình bị nhiều khí hư màu xanh vàng 

Có mùi ... Có lợn cợn. Không ngứa k đau rát,. Bị cách đây vài tháng rùi. Mấy bữa nọ mua thuốc đặt. Đỡ thui ..hết thuốc lại vậy. Âm đạo tiết nhiều dịch. Mình hay có tiền sử dạ dày đường ruột yếu ..uống các loại hay đầy bụng tức dạ dày",7093641137385638,25/01/2024 16:07:46 - 25/01/2024 16:22:58
INBOX,bao nhiêu tiền vậy. gửi mình một vĩ thuốc này. Lấy thuốc uống 1 hộp. Bản mường tè xã mường tè huyện Mường Tè tỉnh Lai Châu. 0354217854. Nếu lấy 10 hộp có giảm giá k,7093727527421480,06/05/2024 15:28:49 - 13/05/2024 16:43:55
COMMENT,"Xih gia. Ra huyết trang nhìu a. Có a. Lấy cho e 1 bộ đi a. Xã Phước thuyền huyện Nhơn trạch, tinh đồng nai ,công ty ,eclat. 0787977266",7094258387277999,19/02/2024 19:41:40 - 21/02/2024 09:18:45
INBOX,Cho xin giá ạ,7094331207355982,24/01/2024 00:18:08 - 24/01/2024 00:18:08
COMMENT,Xin giá ạ,7095052520594382,20/06/2024 21:50:52 - 20/06/2024 21:50:52
COMMENT,cho minh xin gian.loại nay uong  hay  đặc vi ban,7095245783936745,24/03/2024 22:01:37 - 24/03/2024 22:01:37
INBOX,.,7095250627232535,11/01/2024 00:37:47 - 11/01/2024 00:37:47
INBOX,Dạ,7095655220537045,02/08/2024 19:56:57 - 02/08/2024 19:56:57
INBOX,giá bán bn ạ. E hay bị ngứa ở ngoài và có khí hư như bà đậu.thinh thoảng có màu xanh đục. Da e bị tái đi tái lại. Lúc sinh bé tới giờ e có dùng thuốc đặt ở tiệm thuốc. Nhung hết thuốc lại ngứa. Da e chỉ ra khí hư và ngứa thôi ạ. Da e chưa đi khám. nan. E dang su dung sp này. Da e hay ngứa vào ban đêm. K bị thường xuyên. Khí hư thì lâu lâu bả đâu lâu lâu cũng có màu xanh nhaty. Xanh nhạt. Da hơn nữa năm nay e k dung nữa. Chỉ có xông lá trầu với muối. Da như vậy e có thể điều trị dứt điểm đc k ạ,7095907943825995,23/02/2024 18:52:18 - 23/02/2024 21:25:48
INBOX,nu vuong weu bao nhieu 1 hop,7096504543736491,28/01/2024 20:59:26 - 28/01/2024 20:59:26
INBOX,.. Da e đã đi khám bs nói là bị viên lộ tuyến rộng mà e đặt thuốc với uốn thuốc ở bệnh viện k hết. Da e k nhớ ạ chỉ nhớ là viên lộ tuyến thôi ạ. Có lúc trước có ra khí hư vàng đục mà nay thì hết nhưng vẫn nghe ẩm ước lâu lâu cũng nghe ngứa. Da vậy giờ e Sài sản phẩm nào ạ,7096621783789475,17/02/2024 15:11:44 - 17/02/2024 15:27:32
COMMENT,.,7097213370404437,17/04/2024 13:02:53 - 17/04/2024 13:02:53
INBOX,Tư vấn giúp e ạ. 0896907604. Tư vấn giúp e ạ. 0896907604,7097336277013630,26/01/2024 16:17:32 - 02/03/2024 11:32:46
INBOX,Xin giá,7097756230336289,25/04/2024 19:51:14 - 25/04/2024 19:51:14
INBOX,giá sau vậy. nan. uống có bị mập không ạ,7098367890196582,16/05/2024 09:40:49 - 16/05/2024 15:10:50
INBOX,Minh xin gia. Minh xin gia,7098441566915414,08/01/2024 15:27:21 - 16/01/2024 14:40:03
INBOX,ơ dau. ơ dau. Chi bi viêm dau  roi hôi mũi,7098611146910426,13/06/2024 19:02:57 - 22/06/2024 14:47:44
INBOX,Tv. Viên uống giá sao ạ,7099424426824812,17/06/2024 13:29:00 - 17/06/2024 17:01:01
INBOX,Bn tuổi dùng dc bác sĩ. Giá bn,7100034546740058,21/02/2024 20:15:56 - 21/02/2024 21:37:30
COMMENT,Xin giá,7100095646786037,06/04/2024 08:43:58 - 06/04/2024 08:43:58
INBOX,bao nhieu 1 hop. gia bao nhieu a,7100711400055379,23/03/2024 20:29:06 - 23/03/2024 20:37:36
INBOX,"E đi khám bs bảo là bị viên lộ tuyến. Cần đốt. Mới khoit. Chứ uống thuốc k khỏi đk ạ. Xin tư vấn ạ. Cách đây hơn 2 tháng á. E sinh đk 2 bé r ạ. Vậy ạ. Bs phòng khám tư vấn cho e là chỉ có đốt vs hết vlt. Chứ dùng thuốc hay bất kỳ phương pháp khác cũng k hết đk. E xin tư vấn từ ad ạ. Vậy ạ. Vậy có cách nào chữa khỏi hay k ạ. E xin cahs chữa ạ. Nv có khỏi đk bệnh k ạ. E đi khám. Ở chỗ khám họ có cho thuốc đặt. Nhg họ bảo độc dùng thuốc k đỡ đk. Và dùng nữ vương thuốc vs dung dịch vệ sinh có tác dụng phụ k ạ? E đag cho con bú ạ. Cho con bú có sử dụng đk k ạ. 10tháng hơn ạ. nan. Thuốc đặt âm đạo mình mua ở ngoài ạ. Bên mình có thuốc uống và dung dịch đúng k ạ. Giá sp ntn ạ. Thường những người bị vlt c3 thì dùng mấy liệu trình mới khỏi đk c nhỉ. Vầng.thường là mấy liệu trình ạ. Và có thể khỏi hẳn đk k ạ. nan. Vậy cho e đặt thử 1 liệu trình ạ. Có cần kiêng gì k ạ. nan. Vầng ạ. 0963.062.946. Địa chỉ. Công ty tnhh bai hông. Cụm cn nguyên giáp, xã nguyên giáp. Huyện tứ kỳ.tỉnh hải dương. nan",7101092899950841,19/02/2024 15:13:13 - 23/02/2024 15:07:25
INBOX,nan,7101149163316224,26/02/2024 19:35:19 - 26/02/2024 19:35:19
INBOX,Em bị viêm âm đạo cổ tử cung.. Bác Sĩ có thể tư vấn giúp em. 0978729582,7101772026532187,01/01/2024 12:48:02 - 01/01/2024 12:48:53
INBOX,gia  sao a,7102049519883882,03/01/2024 08:02:01 - 03/01/2024 08:02:01
INBOX,..,7102314913178910,05/02/2024 06:57:11 - 05/02/2024 06:57:11
INBOX,Bao nhiêu ạ. C lấy cho e 1hop,7102990603112215,26/01/2024 10:49:12 - 29/02/2024 20:14:01
INBOX,Cho xin giá,7103007633120309,15/01/2024 18:44:12 - 15/01/2024 18:44:12
INBOX,giá sao ạ. dạ e bị rong kinh và viêm âm đạo ạ. dạ e gần 2 tháng rồi ạ. dạ có. bệnh viện từ dũ cho uống với đặt ạ. dz gần 20 ngày rồi ạ. dz đỡ rồi. mà e 1 thág có 2 lần ạ lần có 5 ngày mới hết. dz ko e mới bị 2 tháng nay thôi. e đi từ dũ khám bảo e bị viêm cổ tử cung ạ. cho e thuốc đặt và uống. dạ. vậy e phải làm sao ạ. dạ,7103036076444202,23/01/2024 06:06:54 - 24/01/2024 16:29:32
INBOX,bn. bn,7103431679753888,03/02/2024 20:15:10 - 06/06/2024 20:11:01
INBOX,Xin giá viên đặt,7103892953036943,21/01/2024 13:16:25 - 21/01/2024 13:16:25
INBOX,xin gia,7104217956357741,19/02/2024 18:58:20 - 19/02/2024 18:58:20
COMMENT,Cho xin giá,7104468949662923,04/04/2024 12:28:26 - 04/04/2024 12:28:26
INBOX,xin giá ạ,7104518429585340,25/02/2024 18:57:33 - 25/02/2024 18:57:33
INBOX,nan,7105089942911461,29/01/2024 21:07:19 - 29/01/2024 21:07:19
COMMENT,Xin giá ak. Tv viêm lộ tuyến giúp mk ak. Mk bị ra khí hư như bã đậu mk có đi khám bs kê đơn mk về đặt thuốc dc nửa liệu trình thì mk bị chế độ. Mk ngưng k đặt nữa sau khi hết chế độ mk thấy k ra khí hư nữa mk k đặt tiếp. Giờ mk đang bị ngứa ak. nan. Mk còn giữ cái này thôi. Có ak. nan. Đây ak. nan. Dạ. Có ak. Hết nhiều t vậy ak. Dạ thuốc bên mk có bán tại các hiệu thuốc trên toàn quốc k ak,7105969679492560,23/02/2024 19:43:20 - 23/02/2024 20:58:46
COMMENT,Xin gia a. Xin gia,7106544332784306,17/04/2024 06:50:11 - 17/04/2024 13:58:23
INBOX,...,7107174989408808,07/01/2024 20:16:30 - 07/01/2024 20:16:30
INBOX,Ib. Xin gia. Da e bi khi hu ra voi lai co mũi trị Hoài k hết. Da lau lau tai lai hoai. Mai e moi đi khám. OK c,7107191749384804,13/05/2024 16:12:26 - 15/05/2024 13:31:47
COMMENT,Xin giá,7107348585985362,26/01/2024 20:11:19 - 26/01/2024 20:11:19
INBOX,Giá,7108667745847114,13/01/2024 22:02:28 - 13/01/2024 22:02:28
INBOX,xin giá ạ,7108735259162824,28/02/2024 13:49:43 - 28/02/2024 13:49:43
INBOX,bn hộp,7109072422534589,29/04/2024 15:27:47 - 29/04/2024 15:27:47
COMMENT,Xin giá,7109310862491824,14/02/2024 21:16:42 - 14/02/2024 21:16:42
COMMENT,Xin giá ạ,7109648769134667,16/06/2024 04:52:01 - 16/06/2024 04:52:01
INBOX,.. Viêm lộ tuyến. Mình uốn thuốc j ạ,7109702585765033,25/02/2024 08:46:17 - 25/02/2024 14:53:36
INBOX,giá bn ạ. giá thuốc bn ạ. bị ra huyết trắng ạ,7109712595792472,06/03/2024 10:08:11 - 05/04/2024 14:32:56
COMMENT,"Bao nhiêu. 1 hộp viên uống nha. 141 trường chinh phường trường chinh TP kontum 0973165057. OK. Ko nha shop. Mới dùng ko biet co hieu qua ko , mua nhieu ve dung ko hieu qua lai no. OK. Gửi cho xem hộp noi tiết tố đi shop. Bao nhieu shop. Nhung trieu chung do minh đều ko co",7109761875747342,13/04/2024 15:20:15 - 25/05/2024 08:26:22
INBOX,.,7109989625752904,24/01/2024 00:48:26 - 24/01/2024 00:48:26
INBOX,Xin tu vấn cho minh. Minh bi viêm lộ tuyến. Lần đầu minh bi. Bữa gio minh có uống nữ vương new. Mà minh uong dc 4 hơp á. Trong qua trinh uông minh thây da mình bị nổi mền đai. Như vậy mình có nên tiếp tuc dung thuốc nữ vương new nũa k. Minh uống theo chỉ dẫn trên hop á. Sáng 3 viên trưa 3 viên chiều 3 viên. Minh uông gần hêt 1 hôp á. Với lai minh cung k nhớ chính xác là bị hôi nào á. Khi minh thấy nổi mê đai minh có ngung lại. Khoang 10ng. Gio dung lai dc k. Với lai cho minh hoi pà khi mình có chu ky thi mình vẫn dùng thuốc hay là ngung lai đợi hết chu kỳ mói dùng lai vây. Voi lai bs kêu minh áp lạnh á mà minh vân chua đi . Vây cho minh hoi là minh dùng nữ vương new thi nó có khỏi bênh k ?. Cấp độ 2. Và bây gio minh nên uống mấy viên thuốc mới đúng. Da vâng. Vây là mình dùng thuôc nữ vương new thôi á. K sử dung loai thuốc nao cả. Cho minh hỏi là nêu minh sd thuôc mà mề đay nổi lai thi mình làm sau a. Mình k co triêu chứng trên. Mình chỉ có huyết trắng tiết ra nó dính vào đồ lót thi nó khô lai như keo á. Thinh thoảng có mui tanh tanh. Huyết trăng loãng chứ k co cục . Khi có no hay khô cứng quần lót lai. Đúng roi. Thuốc đặt hiệu gi ạ. Dạ vâng. Mình sử dụng đặt thuốc trong bao lâu ạ. Dạ vâng. Xin cảm ơn ạ. À mình uông thuôc thi minh uông truóc hay sau khi ăn a. Bằng cách nào ạ. Minh cần sd thêm gi ạ. Binh thường à . Kinh huỵet ra mau đỏ tươi. Dễ cáo giân ạ. Vây minh dung sp nao dc a. Sản phẩm trên minh dung kết họp với nữ vương new luôn hay là khi khỏi bệnh minh mới dung. Dạ vâng. Dạ hôm trước kia e có dùng bảo xuân . Mà e cung ngưng 1 thời gian . Gio e con dư 1 hôp .e dung tiếp dc k a. Dạ e cảm ơn a. nan. Ngta hêt loai kia roi loai nay e dung dc k chị. Dạ e cảm ơn chị nhiêu ạ. Da chị oi e đăt 6 viên rôi ngưng hả chi. Tai ngta bán e 1 hôp có 12v a. Dạ vâng. Dạ e cảm ơn chị nhiu a. Chị ơi thuốc kiều xuân e tim k có bán. E bị nang á chị. Chị có thể cho e một hiêu thuốc nào bổ sung nội tiết tố phụ nữ nữa k chi. Vơi lai chị cho e hoi là giá bán nữ vương new bên chị là bao nhiu ạ. Vây e muôn mua cty thi phải lam sao ạ. E đi phòng khám rồi chị. Mói đi hôm qua chị. Uông thuốc tuần quay lai. Vâng chị. Bs cho e uông thuốc. K có đặt. Vây vẫn uông nữ vuong new ha chị. Vây uong mây viên chi. Bs nói e bi viêm lộ tuyến dạng sùi. E uông nữ vương new k dc đêu á như vây có sao k. Bs lấy mẫu xet nghiêm j á. 5 ngay mới có kêt qua. E đang lo qua. Tinh hinh e vây thi gio e vẫn dung tiếp nữ vương new hay sao a. Bs cho uong thuốc sáng chiêu. Vây dung liệu trinh sau cho hơp lí a. Vây uống cách thuốc tây bao lâu là dc a. Dạ . Bua giơ e k biet nên cách thuốc tây 3 tiêng nên môt ngày e uống co 1 cử nư vuong thôi a. Da. Da. E cảm ơn a. Da từ biêt bệnh e cũng kiêng mấy tháng luôn chị .chỉ có thứ 7 tuần rôi e mới qh mà nó ra huyết quá chừng .e sợ qua nên đi khám bs bảo sao tự nhiên có cái sùi bự vây rôi lây mẫu thử rôi mới cho biêt kết qua như thế nào. Cho nên e k biêt minh bị sao nữa. Bung e nó rêm rêm qua nay á. E mua thuốc nữ vương new ngoai tiêm thuôc là 195k à chị. Dạ vâng. Vậy e vẫn duy trì uông kết hợp thuốc chị nhỉ. À e cần ăn uống kiêng cử gi k chị p. Dạ vâng. Chị ơi cho e hỏi là e như vậy e uông thuôc 2 viên thôi hay bắt buôc phải 3 viên nhu chị nói a. Tai e đang uông thuốc tây e thấy khang sinh cung liêu cao á. Nên e muôn hỏi xem là minh có uông dc 2v k a. Dạ,7110836759016003,23/05/2024 13:21:55 - 28/05/2024 15:49:15
